id_vivienda,estrato,municipio,id_hogar,numero_personas,numero_hombres,numero_mujeres,felicidad_bin,satisfaccion_bin,menores_18,mayores_62,adultos_18_62,alguien_no_lee>10,personas_educandose,maxima_educacion,personas_no_sanas,personas_trabajaron_ultimos_7_dias,alguien_afiliado_pensiones,tipo_vivienda,espacios_vivienda,acueducto,alcantarillado,energia_electrica,gas_natural,material_pisos,material_paredes,combustible_cocinar,nevera,lavadora,licuadora,tv,television_por_cable,calentador_agua,microondas,aire_acondicionado,computador,equipo_de_sonido,motocicleta,ventilador,dvd,carro,frec_problemas_alimentacion,compara_situacion_año_pasado,empleo_proporciona_condiciones_economicas,ciudad_ofrece_oportunidades,control_decisiones,probabilidad_victima_delito,se_considera_pobre,ingreso_mensual_hogar_para_necesidades_SMMLV,recoleccion_basuras,usufructo_vivienda,felicidad_hogar,satisfaccion_hogar_forma_vida,rango_SMMLV_necesidades_mes,nivel_sisben,internet,frec_problemas_vestir,frec_problemas_medicamentos,frec_problemas_vivienda,frec_problemas_asistencia_escolar,ha_sido_victima_robo
2015_pue_405,1.0,puerto colombia,405.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,0.0,técnica/tecnológica,0.0,1.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,si,no,nunca,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,raramente,raramente,nunca,nunca,no
2015_pue_406,1.0,puerto colombia,406.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,si,0.0,técnica/tecnológica,0.0,2.0,no,casa,2.0,si,si,si,si,"tierra, arena","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,si,no,raramente,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,raramente,nunca,nunca,nunca,no
2015_pue_407,2.0,puerto colombia,407.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,no,0.0,ns/nr,0.0,0.0,no,casa,2.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,no,si,si,no,raramente,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,raramente,nunca,nunca,nunca,no
2015_pue_408,2.0,puerto colombia,408.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,no,1.0,básica secundaria,0.0,2.0,no,casa,2.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,no,si,si,no,no,no,no,no,no,si,si,no,nunca,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarrendada,bastante feliz,muy insatisfecho,entre 1 y 2 salarios mínimos,1.0,no,nunca,nunca,nunca,nunca,no
2015_pue_409,1.0,puerto colombia,409.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,si,1.0,básica primaria,0.0,1.0,no,casa,5.0,si,si,si,no,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas propano (en cilindro o pipeta),si,si,si,si,no,no,no,no,no,no,si,si,no,no,raramente,igual,si,si,control sobre algunas decisiones,muy probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,no,a menudo,a menudo,nunca,nunca,no
2015_pue_410,1.0,puerto colombia,410.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,si,2.0,básica secundaria,0.0,1.0,si,casa,3.0,si,si,si,no,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida","material de desecho, leña, carbón de leña",si,no,no,si,no,no,no,no,no,no,si,si,no,no,raramente,mejor,si,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,no,a veces,a veces,nunca,a veces,si
2015_pue_411,2.0,puerto colombia,411.0,5.0,3.0,2.0,1.0,1.0,3.0,0.0,2.0,no,3.0,técnica/tecnológica,0.0,1.0,si,casa,5.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,si,no,si,si,si,si,no,raramente,igual,si,no,control sobre la mayoría de decisiones,muy probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,si,raramente,raramente,raramente,raramente,no
2015_pue_412,1.0,puerto colombia,412.0,5.0,2.0,3.0,1.0,1.0,1.0,0.0,4.0,no,2.0,universitaria,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,si,no,si,si,si,si,si,no,raramente,igual,si,si,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,si,raramente,raramente,raramente,raramente,no
2015_pue_413,2.0,puerto colombia,413.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,no,0.0,media,0.0,3.0,no,casa,4.0,si,si,si,no,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas propano (en cilindro o pipeta),si,no,no,si,no,no,no,no,no,no,no,si,no,no,raramente,igual,si,si,control sobre algunas decisiones,algo probable,si,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,no,a veces,raramente,raramente,raramente,no
2015_pue_414,2.0,puerto colombia,414.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,5.0,no,0.0,media,0.0,1.0,no,casa,5.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,si,si,no,no,raramente,mejor,si,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,no,a veces,a veces,nunca,a veces,no
2015_pue_415,1.0,puerto colombia,415.0,5.0,3.0,2.0,1.0,1.0,3.0,0.0,2.0,si,1.0,básica secundaria,0.0,1.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,no,no,raramente,igual,no,no,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,no,a veces,a veces,nunca,nunca,no
2015_pue_416,2.0,puerto colombia,416.0,5.0,4.0,1.0,1.0,1.0,0.0,2.0,3.0,no,1.0,técnica/tecnológica,0.0,2.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,si,si,si,no,a veces,igual,no,si,control sobre todas las decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,no,a veces,a veces,nunca,nunca,no
2015_pue_417,1.0,puerto colombia,417.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,no,1.0,básica secundaria,0.0,1.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,si,si,no,si,no,raramente,igual,si,si,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarrendada,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,raramente,raramente,raramente,raramente,no
2015_pue_418,1.0,puerto colombia,418.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,no,1.0,básica secundaria,0.0,1.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,no,no,no,no,no,no,no,si,no,no,nunca,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos,3.0,no,nunca,nunca,nunca,nunca,si
2015_pue_419,3.0,puerto colombia,419.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,media,0.0,1.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,si,no,no,no,no,no,no,no,si,si,no,raramente,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarrendada,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,raramente,raramente,raramente,raramente,no
2015_pue_420,1.0,puerto colombia,420.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,0.0,técnica/tecnológica,0.0,1.0,no,casa,3.0,si,si,si,si,"tierra, arena","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,no,no,no,si,si,no,nunca,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,nunca,nunca,nunca,nunca,no
2015_pue_421,1.0,puerto colombia,421.0,5.0,4.0,1.0,1.0,1.0,2.0,0.0,3.0,no,2.0,básica secundaria,0.0,2.0,no,casa,2.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,si,no,raramente,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,nunca,nunca,raramente,raramente,no
2015_pue_422,2.0,puerto colombia,422.0,7.0,2.0,5.0,1.0,1.0,3.0,1.0,3.0,no,3.0,universitaria,0.0,2.0,si,casa,6.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,si,si,si,no,si,no,si,no,nunca,igual,si,si,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,3.0,si,raramente,a veces,nunca,nunca,no
2015_pue_423,2.0,puerto colombia,423.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,no,1.0,media,0.0,2.0,no,casa,2.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,si,no,nunca,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,no,nunca,nunca,nunca,nunca,no
2015_pue_424,3.0,puerto colombia,424.0,7.0,2.0,5.0,1.0,1.0,2.0,1.0,4.0,no,2.0,universitaria,0.0,2.0,si,casa,6.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,si,no,raramente,igual,si,si,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,no,raramente,a veces,raramente,raramente,no
2015_pue_425,2.0,puerto colombia,425.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,si,1.0,media,0.0,1.0,no,casa,5.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,si,no,raramente,igual,si,si,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,no,raramente,a veces,raramente,raramente,no
2015_pue_426,1.0,puerto colombia,426.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,si,2.0,media,0.0,1.0,no,apartamento,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,no,si,no,si,no,no,a veces,peor,no,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarrendada,no muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,2.0,no,a veces,a veces,a veces,a veces,no
2015_pue_427,1.0,puerto colombia,427.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,no,2.0,técnica/tecnológica,0.0,1.0,no,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,si,si,no,raramente,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,si,raramente,raramente,raramente,raramente,no
2015_pue_428,1.0,puerto colombia,428.0,5.0,2.0,3.0,1.0,1.0,3.0,0.0,2.0,no,2.0,universitaria,0.0,2.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,si,si,si,no,raramente,mejor,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,raramente,nunca,nunca,raramente,no
2015_pue_429,1.0,puerto colombia,429.0,4.0,1.0,3.0,1.0,1.0,0.0,1.0,3.0,no,0.0,básica secundaria,0.0,1.0,no,casa,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas propano (en cilindro o pipeta),si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,no,nunca,nunca,nunca,nunca,no
2015_pue_430,1.0,puerto colombia,430.0,6.0,2.0,4.0,1.0,1.0,3.0,0.0,2.0,no,4.0,técnica/tecnológica,0.0,1.0,no,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,raramente,peor,no,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,raramente,nunca,nunca,nunca,no
2015_pue_431,1.0,puerto colombia,431.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,no,0.0,técnica/tecnológica,0.0,0.0,no,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,si,no,si,no,no,nunca,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,no,nunca,nunca,nunca,nunca,no
2015_pue_432,1.0,puerto colombia,432.0,5.0,2.0,3.0,1.0,1.0,2.0,0.0,3.0,no,0.0,universitaria,0.0,1.0,no,casa,2.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,si,no,si,no,no,raramente,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,raramente,raramente,raramente,raramente,no
2015_pue_433,1.0,puerto colombia,433.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,no,0.0,media,0.0,0.0,no,casa,3.0,no,si,si,no,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas propano (en cilindro o pipeta),si,no,si,si,si,no,no,no,no,si,no,no,no,no,nunca,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 2 y 5 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,no,nunca,nunca,nunca,nunca,no
2015_pue_434,2.0,puerto colombia,434.0,5.0,3.0,2.0,1.0,1.0,3.0,0.0,2.0,no,1.0,media,0.0,1.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,si,no,no,no,no,no,no,si,si,no,raramente,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,no,raramente,raramente,raramente,raramente,no
2015_pue_435,3.0,puerto colombia,435.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,no,0.0,básica secundaria,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,si,no,no,no,no,no,si,no,si,si,no,raramente,igual,no,no,control sobre algunas decisiones,poco probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",no muy feliz,insatisfecho,más de 5 salarios mínimos,2.0,si,a veces,a veces,raramente,raramente,no
2015_pue_436,1.0,puerto colombia,436.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,no,0.0,media,0.0,2.0,no,casa,2.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,nunca,nunca,nunca,nunca,no
2015_pue_437,3.0,puerto colombia,437.0,6.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,no,2.0,universitaria,0.0,3.0,si,casa,6.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas propano (en cilindro o pipeta),si,si,si,si,si,no,no,no,no,si,no,no,si,no,raramente,igual,si,no,control sobre algunas decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,no,a veces,a veces,nunca,nunca,no
2015_pue_438,1.0,puerto colombia,438.0,5.0,3.0,2.0,1.0,1.0,0.0,1.0,4.0,no,0.0,básica secundaria,0.0,4.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,si,no,si,no,no,raramente,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,no,raramente,raramente,raramente,raramente,no
2015_pue_439,1.0,puerto colombia,439.0,6.0,3.0,3.0,1.0,1.0,2.0,0.0,4.0,no,2.0,técnica/tecnológica,0.0,2.0,no,casa,2.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,si,no,raramente,peor,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,raramente,raramente,raramente,raramente,no
2015_pue_440,1.0,puerto colombia,440.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,no,1.0,básica secundaria,0.0,4.0,no,casa,2.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,si,no,si,si,no,nunca,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,no,nunca,raramente,raramente,raramente,no
2015_pue_441,1.0,puerto colombia,441.0,4.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,no,1.0,básica secundaria,0.0,2.0,no,casa,3.0,si,si,si,no,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas propano (en cilindro o pipeta),si,si,si,si,no,no,no,no,no,si,no,si,no,no,nunca,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos,2.0,no,nunca,raramente,raramente,nunca,no
2015_pue_442,1.0,puerto colombia,442.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,media,0.0,1.0,no,casa,2.0,si,si,si,si,"tierra, arena","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,si,no,nunca,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,no,nunca,nunca,nunca,nunca,no
2015_pue_443,1.0,puerto colombia,443.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,no,0.0,básica primaria,0.0,1.0,no,casa,4.0,si,si,si,no,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas propano (en cilindro o pipeta),no,no,no,no,no,no,no,no,no,no,no,no,no,no,nunca,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,no,nunca,nunca,nunca,nunca,no
2015_pue_447,3.0,puerto colombia,447.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,no,2.0,básica secundaria,0.0,1.0,no,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,a veces,mejor,no,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarrendada,no muy feliz,insatisfecho,entre 1 y 2 salarios mínimos,2.0,no,a veces,a veces,a veces,a veces,no
2015_pue_449,1.0,puerto colombia,449.0,5.0,4.0,1.0,1.0,1.0,3.0,0.0,2.0,no,4.0,técnica/tecnológica,0.0,1.0,no,casa,2.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas propano (en cilindro o pipeta),no,no,no,si,no,no,no,no,si,no,no,si,no,no,raramente,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,a veces,raramente,raramente,nunca,no
2015_pue_450,2.0,puerto colombia,450.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,4.0,no,0.0,media,0.0,1.0,si,casa,2.0,si,si,si,si,"tierra, arena","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,si,no,si,no,no,nunca,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos,2.0,no,raramente,nunca,raramente,raramente,no
2015_pue_451,1.0,puerto colombia,451.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,no,0.0,básica primaria,0.0,0.0,no,casa,2.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,nunca,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos,2.0,no,raramente,raramente,raramente,raramente,no
2015_pue_452,2.0,puerto colombia,452.0,4.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,no,3.0,universitaria,0.0,2.0,no,casa,2.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,si,no,nunca,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",no muy feliz,insatisfecho,entre 2 y 5 salarios mínimos,1.0,no,raramente,raramente,raramente,raramente,no
2015_pue_453,1.0,puerto colombia,453.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,no,1.0,universitaria,0.0,1.0,no,casa,2.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,no,no,no,si,si,no,nunca,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,raramente,raramente,nunca,raramente,no
