id_vivienda,estrato,municipio,id_hogar,numero_personas,numero_hombres,numero_mujeres,felicidad_bin,satisfaccion_bin,menores_18,mayores_62,adultos_18_62,alguien_no_lee>10,personas_educandose,maxima_educacion,personas_no_sanas,personas_trabajaron_ultimos_7_dias,alguien_afiliado_pensiones,tipo_vivienda,espacios_vivienda,acueducto,alcantarillado,energia_electrica,gas_natural,material_pisos,material_paredes,combustible_cocinar,nevera,lavadora,licuadora,tv,television_por_cable,calentador_agua,microondas,aire_acondicionado,computador,equipo_de_sonido,motocicleta,ventilador,dvd,carro,frec_problemas_alimentacion,compara_situacion_año_pasado,empleo_proporciona_condiciones_economicas,ciudad_ofrece_oportunidades,control_decisiones,se_considera_pobre,ingreso_mensual_hogar_para_necesidades_SMMLV,recoleccion_basuras,usufructo_vivienda,felicidad_hogar,satisfaccion_hogar_forma_vida,rango_SMMLV_necesidades_mes,nivel_sisben,internet,frec_problemas_vestir,frec_problemas_medicamentos,frec_problemas_vivienda,frec_problemas_asistencia_escolar
2016_bar_344,1.0,barranquilla,344.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,4.0,no,0.0,técnica/tecnológica,0.0,2.0,si,apartamento,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,si,si,no,no,a veces,igual,no,si,control sobre algunas decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,a menudo,nunca,raramente,nunca
2016_bar_345,1.0,barranquilla,345.0,5.0,1.0,4.0,1.0,1.0,2.0,0.0,3.0,no,2.0,básica secundaria,0.0,1.0,no,casa,1.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,no,si,no,no,a veces,igual,no,si,control sobre algunas decisiones,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,no,a veces,raramente,a veces,raramente
2016_bar_346,2.0,barranquilla,346.0,5.0,2.0,3.0,1.0,0.0,4.0,0.0,1.0,no,2.0,básica secundaria,0.0,0.0,no,cuarto(s),1.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,no,si,no,no,no,no,no,no,no,si,si,no,a menudo,peor,no,si,control sobre la mayoría de decisiones,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos,3.0,no,a menudo,a menudo,a menudo,a menudo
2016_bar_347,2.0,barranquilla,347.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,no,2.0,básica secundaria,0.0,2.0,no,apartamento,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas propano (en cilindro o pipeta),si,si,si,si,no,no,no,no,si,no,no,si,no,no,a veces,mejor,no,no,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,si,a veces,a veces,a veces,a veces
2016_bar_348,2.0,barranquilla,348.0,7.0,4.0,3.0,1.0,1.0,4.0,2.0,1.0,no,2.0,básica secundaria,0.0,2.0,si,casa,5.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,si,si,no,no,raramente,mejor,no,si,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,a menudo,raramente,raramente,raramente
2016_bar_349,3.0,barranquilla,349.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,técnica/tecnológica,0.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,raramente,mejor,no,si,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,no,a menudo,raramente,raramente,raramente
2016_bar_350,1.0,barranquilla,350.0,6.0,4.0,2.0,1.0,0.0,3.0,0.0,3.0,no,2.0,básica secundaria,0.0,1.0,no,apartamento,1.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,no,si,no,si,no,no,raramente,peor,no,si,control sobre algunas decisiones,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,muy feliz,insatisfecho,entre 2 y 5 salarios mínimos,2.0,no,a veces,nunca,a veces,nunca
2016_bar_351,1.0,barranquilla,351.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,no,1.0,técnica/tecnológica,0.0,2.0,si,apartamento,5.0,si,si,si,si,"tierra, arena","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,a menudo,igual,no,si,control sobre algunas decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos,3.0,no,a menudo,a menudo,a menudo,nunca
2016_bar_352,1.0,barranquilla,352.0,4.0,4.0,0.0,1.0,1.0,3.0,0.0,1.0,no,3.0,media,0.0,1.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,si,si,no,no,raramente,igual,no,si,control sobre todas las decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,no,raramente,raramente,raramente,raramente
2016_bar_353,1.0,barranquilla,353.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,1.0,media,0.0,1.0,no,apartamento,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,si,si,no,no,a veces,igual,no,si,control sobre la mayoría de decisiones,no,menos de 1 salario mínimo,si,en arriendo o subarriendo,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,no,a veces,a veces,a veces,a veces
2016_bar_354,1.0,barranquilla,354.0,7.0,1.0,6.0,1.0,1.0,4.0,1.0,2.0,no,4.0,técnica/tecnológica,0.0,1.0,si,casa,5.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,si,no,no,si,no,no,a veces,peor,no,no,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,no,a veces,raramente,a veces,a veces
2016_bar_355,1.0,barranquilla,355.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,no,1.0,técnica/tecnológica,0.0,1.0,no,apartamento,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,a menudo,peor,no,si,control sobre algunas decisiones,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos,2.0,no,siempre,nunca,a menudo,nunca
2016_bar_356,1.0,barranquilla,356.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,no,1.0,básica secundaria,0.0,2.0,no,apartamento,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,a menudo,mejor,no,si,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos,1.0,no,a menudo,nunca,a veces,nunca
2016_bar_357,1.0,barranquilla,357.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,no,1.0,básica secundaria,0.0,1.0,no,apartamento,2.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,a menudo,igual,no,si,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,no muy feliz,insatisfecho,entre 2 y 5 salarios mínimos,2.0,no,a menudo,a menudo,a menudo,a veces
2016_bar_358,1.0,barranquilla,358.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,no,1.0,universitaria,0.0,3.0,si,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,no,si,no,no,raramente,igual,no,si,control sobre algunas decisiones,no,entre 2 y 5 salarios mínimos,si,en arriendo o subarriendo,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,raramente,raramente,raramente,nunca
2016_bar_359,1.0,barranquilla,359.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,0.0,básica secundaria,0.0,1.0,no,cuarto(s),1.0,si,si,si,no,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,si,si,si,no,no,no,no,no,no,no,si,no,no,a menudo,igual,no,si,control sobre algunas decisiones,no,menos de 1 salario mínimo,si,en arriendo o subarriendo,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,no,a menudo,a menudo,a menudo,nunca
2016_bar_360,1.0,barranquilla,360.0,7.0,4.0,3.0,1.0,0.0,4.0,0.0,3.0,no,1.0,básica secundaria,0.0,1.0,si,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,no,no,no,no,no,no,si,si,si,no,a veces,igual,no,si,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos,2.0,no,a veces,a veces,a veces,a veces
2016_bar_361,1.0,barranquilla,361.0,4.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,no,1.0,media,0.0,1.0,no,apartamento,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,si,no,a veces,igual,no,si,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos,2.0,no,siempre,nunca,a veces,nunca
2016_bar_362,1.0,barranquilla,362.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,no,1.0,media,0.0,2.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,no,si,a veces,igual,no,si,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,no,raramente,raramente,raramente,nunca
2016_bar_363,1.0,barranquilla,363.0,8.0,4.0,4.0,1.0,0.0,5.0,0.0,2.0,no,5.0,técnica/tecnológica,0.0,1.0,no,apartamento,5.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,no,no,a veces,peor,no,si,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,bastante feliz,insatisfecho,más de 5 salarios mínimos,3.0,no,a menudo,raramente,a veces,raramente
2016_bar_364,1.0,barranquilla,364.0,5.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,no,1.0,universitaria,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,raramente,igual,no,si,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos,2.0,no,raramente,raramente,raramente,raramente
2016_bar_365,2.0,barranquilla,365.0,5.0,2.0,3.0,1.0,1.0,2.0,0.0,3.0,no,0.0,básica secundaria,0.0,2.0,no,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,a veces,igual,no,si,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,no,a veces,a veces,a veces,nunca
2016_bar_366,2.0,barranquilla,366.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,no,0.0,técnica/tecnológica,0.0,1.0,no,apartamento,2.0,no,no,no,no,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,no,no,no,no,no,no,no,no,no,no,no,no,a veces,igual,no,si,control sobre la mayoría de decisiones,no,menos de 1 salario mínimo,no,en arriendo o subarriendo,bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos,1.0,no,a menudo,nunca,a veces,nunca
2016_bar_367,2.0,barranquilla,367.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,5.0,no,0.0,básica secundaria,0.0,2.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,si,si,no,no,no,no,no,si,si,no,no,raramente,igual,no,no,control sobre algunas decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,no,raramente,raramente,raramente,raramente
2016_bar_368,2.0,barranquilla,368.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,no,1.0,media,0.0,0.0,no,cuarto(s),1.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,si,no,no,si,si,no,a veces,peor,no,si,control sobre todas las decisiones,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos,3.0,si,a veces,a veces,a veces,a veces
2016_bar_369,2.0,barranquilla,369.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,no,1.0,media,0.0,1.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,no,no,no,no,no,no,no,si,si,no,no,raramente,mejor,no,no,control sobre algunas decisiones,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,no,raramente,raramente,raramente,nunca
2016_bar_370,3.0,barranquilla,370.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,no,1.0,universitaria,0.0,2.0,no,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,si,si,si,no,a veces,mejor,si,si,control sobre todas las decisiones,si,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos,2.0,si,a veces,a veces,a veces,a veces
2016_bar_371,3.0,barranquilla,371.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,no,0.0,media,0.0,1.0,no,apartamento,2.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,si,no,no,no,no,no,no,no,si,no,no,a menudo,peor,no,no,control sobre todas las decisiones,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,si,a veces,raramente,nunca,nunca
2016_bar_372,3.0,barranquilla,372.0,8.0,4.0,4.0,1.0,1.0,6.0,0.0,2.0,no,0.0,media,0.0,2.0,no,casa,6.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,si,no,no,si,no,no,nunca,mejor,si,si,control sobre algunas decisiones,no,entre 2 y 5 salarios mínimos,si,en arriendo o subarriendo,muy feliz,satisfecho,más de 5 salarios mínimos,3.0,no,nunca,nunca,nunca,nunca
2016_bar_373,3.0,barranquilla,373.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,no,1.0,técnica/tecnológica,0.0,1.0,no,casa,5.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,no,no,si,no,no,nunca,igual,si,si,control sobre algunas decisiones,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,3.0,si,raramente,nunca,nunca,nunca
2016_bar_374,3.0,barranquilla,374.0,5.0,1.0,4.0,1.0,1.0,1.0,0.0,4.0,no,1.0,técnica/tecnológica,0.0,2.0,si,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,si,no,no,no,no,si,si,no,si,no,no,nunca,peor,si,no,control sobre muy pocas decisiones,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,si,raramente,nunca,nunca,nunca
2016_bar_375,3.0,barranquilla,375.0,5.0,2.0,3.0,1.0,1.0,2.0,0.0,3.0,no,3.0,universitaria,0.0,1.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,si,no,no,no,si,no,no,no,no,no,raramente,peor,no,si,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,muy feliz,muy satisfecho,más de 5 salarios mínimos,1.0,si,raramente,nunca,raramente,raramente
2016_bar_376,3.0,barranquilla,376.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,no,0.0,básica secundaria,0.0,0.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,si,si,no,no,no,si,no,no,si,si,no,siempre,igual,si,si,control sobre la mayoría de decisiones,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,si,siempre,siempre,siempre,siempre
2016_bar_377,1.0,barranquilla,377.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,universitaria,0.0,2.0,si,casa,3.0,si,si,no,si,"tierra, arena","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,si,si,si,no,nunca,igual,si,si,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,nunca,nunca,nunca,nunca
2016_bar_378,3.0,barranquilla,378.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,no,0.0,universitaria,0.0,1.0,si,casa,5.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,no,no,si,no,no,nunca,mejor,si,si,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,raramente,raramente,nunca,raramente
2016_bar_379,2.0,barranquilla,379.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,no,0.0,media,0.0,0.0,no,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,si,si,si,si,no,no,si,no,si,no,si,no,no,nunca,mejor,si,si,control sobre la mayoría de decisiones,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,no,nunca,nunca,nunca,nunca
2016_bar_380,1.0,barranquilla,380.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,no,2.0,técnica/tecnológica,0.0,1.0,no,cuarto(s),1.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,si,no,no,no,no,si,si,no,nunca,mejor,no,si,control sobre todas las decisiones,no,menos de 1 salario mínimo,si,en arriendo o subarriendo,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,no,nunca,nunca,nunca,nunca
2016_bar_381,2.0,barranquilla,381.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,no,0.0,media,0.0,1.0,si,casa,2.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,si,si,si,no,si,si,no,raramente,igual,no,no,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,si,raramente,raramente,raramente,raramente
2016_bar_382,3.0,barranquilla,382.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,si,1.0,media,0.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,si,si,si,no,si,no,no,raramente,igual,no,si,control sobre algunas decisiones,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,raramente,raramente,raramente,raramente
2016_bar_383,3.0,barranquilla,383.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,no,0.0,media,0.0,1.0,si,apartamento,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,si,si,si,no,si,no,no,raramente,igual,no,si,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,si,raramente,raramente,raramente,raramente
2016_sol_384,3.0,soledad,384.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,no,2.0,técnica/tecnológica,0.0,2.0,si,apartamento,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,si,no,si,si,no,si,si,no,raramente,igual,si,si,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,si,raramente,raramente,raramente,raramente
2016_sol_385,3.0,soledad,385.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,no,0.0,básica primaria,0.0,0.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,si,no,no,no,no,si,si,no,nunca,igual,si,si,control sobre todas las decisiones,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,no,nunca,nunca,nunca,nunca
2016_sol_386,2.0,soledad,386.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,universitaria,0.0,1.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,no,si,si,no,nunca,peor,si,no,control sobre todas las decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,1.0,si,nunca,nunca,nunca,nunca
2016_sol_387,3.0,soledad,387.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,no,0.0,media,0.0,1.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,si,no,si,si,si,no,no,no,nunca,mejor,si,si,control sobre todas las decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,si,nunca,nunca,nunca,nunca
2016_sol_388,2.0,soledad,388.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,no,1.0,básica secundaria,0.0,0.0,no,casa,5.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,si,si,si,si,no,si,si,no,nunca,peor,si,si,control sobre todas las decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,nunca,nunca,nunca,nunca
2016_sol_389,2.0,soledad,389.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,no,0.0,universitaria,0.0,2.0,si,casa,5.0,no,no,no,no,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,no,no,no,no,no,no,no,no,no,no,no,no,nunca,mejor,si,no,control sobre algunas decisiones,no,entre 2 y 5 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,no,nunca,nunca,nunca,nunca
