id_vivienda,municipio,id_hogar,numero_personas,numero_hombres,numero_mujeres,felicidad_bin,satisfaccion_bin,menores_18,mayores_62,adultos_18_62,alguien_no_lee>10,personas_educandose,maxima_educacion,personas_no_sanas,personas_trabajaron_ultimos_7_dias,alguien_afiliado_pensiones,tipo_vivienda,espacios_vivienda,acueducto,alcantarillado,energia_electrica,gas_natural,material_pisos,material_paredes,combustible_cocinar,nevera,lavadora,licuadora,tv,television_por_cable,calentador_agua,microondas,aire_acondicionado,computador,equipo_de_sonido,motocicleta,ventilador,dvd,carro,frec_problemas_alimentacion,compara_situacion_año_pasado,empleo_proporciona_condiciones_economicas,control_decisiones,probabilidad_victima_delito,se_considera_pobre,ingreso_mensual_hogar_para_necesidades_SMMLV,recoleccion_basuras,usufructo_vivienda,felicidad_hogar,satisfaccion_hogar_forma_vida,rango_SMMLV_necesidades_mes
2014_bar_80106177,barranquilla,80106177.0,6.0,3.0,3.0,1.0,1.0,2.0,0.0,4.0,si,2.0,básica secundaria,0.0,2.0,no,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,si,no,no,no,no,si,no,si,no,si,raramente,igual,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_bar_1097934,barranquilla,1097934.0,6.0,3.0,3.0,1.0,1.0,2.0,0.0,4.0,si,2.0,básica secundaria,0.0,2.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,no,no,no,no,no,no,no,si,no,no,a menudo,peor,no,control sobre muy pocas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_bar_1089041,barranquilla,1089041.0,5.0,3.0,2.0,0.0,0.0,2.0,0.0,3.0,no,0.0,básica secundaria,1.0,1.0,no,casa,3.0,si,si,si,si,otro,"ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,si,si,no,no,no,no,no,no,si,si,no,no,a menudo,peor,no,control sobre la mayoría de decisiones,algo probable,si,menos de 1 salario mínimo,no,"propia, totalmente pagada",no muy feliz,insatisfecho,entre 1 y 2 salarios mínimos
2014_bar_8210724,barranquilla,8210724.0,5.0,3.0,2.0,1.0,0.0,1.0,0.0,3.0,no,0.0,básica secundaria,0.0,2.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,si,no,no,no,no,no,no,si,no,no,a veces,igual,no,control sobre la mayoría de decisiones,muy probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos
2014_bar_55778,barranquilla,55778.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,si,1.0,básica secundaria,0.0,1.0,no,apartamento,3.0,no,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,no,no,si,no,no,no,no,no,no,no,si,si,no,a veces,peor,no,control sobre todas las decisiones,muy probable,si,menos de 1 salario mínimo,no,en arriendo o subarriendo,no muy feliz,satisfecho,entre 1 y 2 salarios mínimos
2014_bar_3329157,barranquilla,3329157.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,4.0,no,0.0,básica secundaria,1.0,2.0,no,apartamento,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,si,si,no,no,no,no,no,si,no,si,si,no,a menudo,peor,no,control sobre algunas decisiones,algo probable,si,menos de 1 salario mínimo,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_bar_283070,barranquilla,283070.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,5.0,si,0.0,básica secundaria,1.0,1.0,no,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,si,si,no,no,no,no,no,no,no,si,no,no,a menudo,peor,no,control sobre algunas decisiones,algo probable,si,menos de 1 salario mínimo,no,"propia, totalmente pagada",bastante feliz,insatisfecho,entre 1 y 2 salarios mínimos
2014_bar_274163,barranquilla,274163.0,5.0,3.0,2.0,1.0,1.0,3.0,0.0,2.0,no,4.0,básica secundaria,0.0,2.0,no,apartamento,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,no,en arriendo o subarriendo,muy feliz,satisfecho,más de 5 salarios mínimos
2014_pue_10536,puerto colombia,10536.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,no,0.0,media,0.0,0.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_10560,puerto colombia,10560.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,no,2.0,universitaria,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_91003,puerto colombia,91003.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,4.0,no,1.0,universitaria,0.0,3.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos
2014_pue_71078,puerto colombia,71078.0,5.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,no,2.0,básica secundaria,1.0,1.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,poco probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_71039,puerto colombia,71039.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,no,1.0,universitaria,0.0,1.0,si,casa,5.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,muy probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_10604,puerto colombia,10604.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,no,0.0,media,1.0,0.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_10601,puerto colombia,10601.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,no,0.0,básica primaria,0.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_105669,puerto colombia,105669.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,no,0.0,universitaria,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,poco probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_10595,puerto colombia,10595.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,no,0.0,universitaria,0.0,1.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos
2014_pue_10511,puerto colombia,10511.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,no,2.0,básica secundaria,1.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos
2014_pue_11706,puerto colombia,11706.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,no,2.0,básica secundaria,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos
2014_pue_71138,puerto colombia,71138.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,4.0,no,0.0,universitaria,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos
2014_pue_11803,puerto colombia,11803.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,no,1.0,universitaria,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,poco probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_11717,puerto colombia,11717.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,1.0,media,0.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,menos de 1 salario mínimo
2014_pue_71040,puerto colombia,71040.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,no,2.0,básica secundaria,0.0,0.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos
2014_pue_11749,puerto colombia,11749.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,no,1.0,universitaria,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,poco probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_11773,puerto colombia,11773.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,no,1.0,básica secundaria,0.0,1.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,poco probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_101189,puerto colombia,101189.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,no,2.0,básica secundaria,0.0,1.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_11953,puerto colombia,11953.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,5.0,no,0.0,universitaria,0.0,3.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,si,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,poco probable,no,más de 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_81019,puerto colombia,81019.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,no,2.0,universitaria,0.0,1.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,no,si,no,si,si,no,nunca,mejor,no,control sobre la mayoría de decisiones,poco probable,si,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_4925,puerto colombia,4925.0,6.0,1.0,5.0,0.0,0.0,0.0,2.0,4.0,no,0.0,universitaria,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,si,no,si,si,no,si,no,no,raramente,igual,no,control sobre algunas decisiones,poco probable,no,más de 5 salarios mínimos,si,"propia, totalmente pagada",no muy feliz,insatisfecho,entre 1 y 2 salarios mínimos
2014_pue_63584,puerto colombia,63584.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,no,0.0,básica secundaria,0.0,3.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,si,no,si,si,no,si,si,si,nunca,igual,si,control sobre todas las decisiones,poco probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos
2014_pue_131105,puerto colombia,131105.0,5.0,1.0,4.0,1.0,1.0,0.0,0.0,4.0,no,3.0,universitaria,0.0,4.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,si,no,no,raramente,igual,si,control sobre la mayoría de decisiones,algo probable,no,más de 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_12253,puerto colombia,12253.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,0.0,media,0.0,1.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,si,no,si,si,no,si,no,si,raramente,mejor,si,control sobre todas las decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_91559,puerto colombia,91559.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,no,0.0,media,0.0,3.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,si,si,si,no,si,si,no,nunca,igual,si,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_215891,puerto colombia,215891.0,5.0,2.0,3.0,1.0,1.0,3.0,0.0,2.0,no,3.0,universitaria,0.0,2.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,si,si,no,no,si,no,si,nunca,igual,no,control sobre algunas decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_61053,puerto colombia,61053.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,no,0.0,media,0.0,4.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,si,si,no,si,no,no,raramente,igual,si,control sobre algunas decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos
2014_pue_51022,puerto colombia,51022.0,4.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,no,0.0,universitaria,0.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,si,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,poco probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_12506,puerto colombia,12506.0,5.0,2.0,3.0,1.0,1.0,0.0,1.0,4.0,no,0.0,básica secundaria,0.0,0.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,si,si,si,no,no,no,nunca,mejor,no,control sobre la mayoría de decisiones,poco probable,no,más de 5 salarios mínimos,si,"propia, totalmente pagada",muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos
2014_pue_25232,puerto colombia,25232.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,no,0.0,media,0.0,4.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,si,no,si,si,si,si,no,no,raramente,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_14437,puerto colombia,14437.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,media,0.0,1.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,no,si,si,raramente,igual,si,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_81070,puerto colombia,81070.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,0.0,media,0.0,2.0,si,casa,5.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_121036,puerto colombia,121036.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,no,2.0,universitaria,0.0,3.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_31065,puerto colombia,31065.0,5.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,no,2.0,universitaria,0.0,1.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,si,si,si,si,no,si,no,si,raramente,igual,si,control sobre la mayoría de decisiones,muy poco probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos
2014_pue_5632,puerto colombia,5632.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,no,2.0,básica secundaria,0.0,1.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,si,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_414115,puerto colombia,414115.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,2.0,universitaria,0.0,1.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_9153,puerto colombia,9153.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,no,0.0,media,0.0,2.0,no,casa,5.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,mejor,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_11902,puerto colombia,11902.0,5.0,3.0,2.0,1.0,1.0,3.0,0.0,2.0,no,2.0,universitaria,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,poco probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_6556,puerto colombia,6556.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,no,0.0,universitaria,0.0,1.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos
2014_pue_12918,puerto colombia,12918.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,si,2.0,básica secundaria,0.0,1.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,si,si,no,si,si,no,raramente,igual,si,control sobre la mayoría de decisiones,muy poco probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_pue_161712,puerto colombia,161712.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,no,0.0,básica secundaria,0.0,0.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,nunca,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos
